idx,regime,m1,m2,m3,M_total,q12,q13,q23,r12_init,r3_sep,v3_frac,v3_angle,epsilon_total,h_total,dE_max,dE_slope,dL_max,MEGNO,MEGNO_clean,e12_std,e13_std,e23_std,r_min_12,r_min_13,r_min_23,outcome,outcome_class,outcome_class4,traj_file
10,near_equal,5.8219699382208985,8.775167046409003,14.597136984629902,29.194273969259804,0.6634597275961124,0.3988432762089688,0.6011567237910311,0.8093658239612411,1.7361086695923889,0.6349221366123609,3.2204649292303773,-4.645873830954784,1.5421157937791388,0.0653381933192501,-0.00013338569986003795,2.3673735905988154e-15,101.35603502104102,10.0,0.4446213172001127,0.25236899613407676,0.09766654741436799,0.08565548779836635,0.20819496170576382,0.29647909568032965,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00010.npz
11,near_equal,1.4791003386461679,1.7798510159076146,3.2589513545537825,6.517902709107565,0.8310248023157812,0.45385775291779007,0.5461422470822099,2.707262840826121,12.917742381714119,1.6135313628048622,5.138489018038009,-0.03618466855870786,4.069517165732832,4.88556965068177e-07,2.964569401766469e-08,2.4109153102955986e-15,2.0429598271659897,2.0429598271659897,0.10440528402012121,0.3902320631937103,0.5452481813442962,2.6762727441892045,12.383131638072722,12.507121213461179,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00011.npz
12,asymmetric,11.207802057353366,210.7684304990107,15.965315856004388,237.94154841236846,0.05317590509554975,0.7020094158136075,13.201644890711192,0.37388834331568815,2.4030316203268387,1.4348676399067863,5.253470412848472,-13.092932185579404,2.5551320402491546,2.5921881202468846e-07,2.954905737220181e-08,5.796799096156565e-15,9.063763399373606,9.063763399373606,0.10380888102200243,16.752179079333143,0.1569077176249398,0.3737628643702735,2.20694050239178,2.400459516759956,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00012.npz
13,near_equal,4.885835842997342,7.969140617129617,12.85497646012696,25.70995292025392,0.613094444901031,0.38007349590658746,0.6199265040934125,2.3368391566322133,11.043577633606386,1.3702245590161668,2.1928582221535975,-0.3598223009993604,6.41784140909137,3.082979958553098e-07,4.518495563040783e-08,3.617255847864174e-15,2.102962984087999,2.102962984087999,0.10339393269434184,0.6796549338362302,0.2379990071657235,2.2943333083056068,10.157692230647442,10.552896696169718,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00013.npz
14,asymmetric,3.1934886651890753,150.31302344416943,5.503701172084868,159.01021328144338,0.021245588652371354,0.5802438332565472,27.31126177536072,0.3203165714255817,0.8001158572283017,1.1299318190858285,4.077233282796364,-7.116214786347907,0.5637655155739212,3.2287772769354306e-06,-1.6747932256082045e-08,4.2801642583968474e-15,8.265494837264148,8.265494837264148,0.10385251867246545,22.092041413245596,0.08592301151617687,0.31361724299561183,0.5649672815947717,0.7948325487737337,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00014.npz
15,asymmetric,8.286216075717995,201.80654680636934,6.509013733192442,216.60177661527976,0.041060194561817205,1.2730371167390206,31.004166695372806,0.3134429554190794,0.891147744939957,0.6732435208656061,0.12657144732834927,-17.841813189531287,0.5708311297423854,8.150627112977753e-05,-3.6602145168901523e-06,2.528559728882851e-15,813.4952567909313,10.0,0.10771327457766124,9.824332315263034,0.09461010007646585,0.22143913383884098,0.26837929575649516,0.27385792403324793,collision,1,2,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00015.npz
16,hierarchical,2.8307503411452646,6.106635734326269,0.29401729315740277,9.231403368628936,0.46355316811075103,9.627836209041678,20.76964816847378,2.6734582004927763,33.62680936959166,0.8574757999194431,3.5441677648646097,-0.35557491954594866,1.4900092198182646,5.353748261487669e-10,-9.041165226286857e-12,4.3908888719812345e-15,2.04196036176371,2.04196036176371,0.10371095243899243,4.329262412629041,0.23653918701563587,2.6733262528508455,31.769769557359016,32.77964223244731,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00016.npz
17,near_equal,0.7209163440848823,1.0076510631838531,1.7285674072687354,3.4571348145374707,0.7154424487054264,0.4170600122699198,0.5829399877300802,1.865905201315184,5.2724742875003665,0.8622918341597153,5.2838099210856555,-0.1588033597404818,1.1386774893758294,3.026812002954695e-06,-8.618914180505431e-09,2.594663284265716e-15,5.948520291428101,5.948520291428101,0.14727488392399657,0.22888713101104172,0.10657362423898972,1.7237871416674408,4.716890621088419,1.951858153789898,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00017.npz
18,near_equal,3.9496527377391275,4.852892216145603,8.80254495388473,17.60508990776946,0.8138760478954401,0.4486944126307552,0.5513055873692448,2.3842067976655463,3.142670387643676,1.3005840484780118,1.701116191581698,-0.3602130016635991,2.9851213108198102,9.319560332176281e-06,6.112159281375773e-07,2.1632661479206357e-15,2.0723669498057067,2.0723669498057067,0.122225384667435,0.29467643435490243,0.2340953217929266,1.285942043450718,3.5614300657822975,3.1729109142261587,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00018.npz
19,near_equal,1.5694183755732898,1.6216293376772823,3.1910477132505726,6.382095426501145,0.9678033932348706,0.4918191505117283,0.5081808494882716,2.6852678579102944,8.07854041256199,1.147961395751744,2.9542423506854893,-0.146888855219959,2.4265117716518367,1.2567324411135888e-06,1.119983541239612e-09,4.358811750252468e-15,2.263656429224557,2.263656429224557,0.10887095590803088,0.5399549666476785,0.24969160400527665,1.9828718860804981,8.01104899878285,6.786020594099628,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00019.npz
20,near_equal,1.2251205942921701,1.7017297439798356,2.926850338272005,5.853700676544011,0.7199266502958223,0.41857985639794415,0.5814201436020561,2.8995728135326866,3.919582552622588,1.2754645449023838,4.2886496653666155,-0.1203879829029093,1.8818589352938213,0.00014027331151518718,-4.5427197907216825e-07,1.7738027371801402e-15,2.886270393295692,2.886270393295692,1.2038628298500584,0.4240430553893564,0.0879716699719201,2.8838361732110114,4.855534254042315,1.0347652149081694,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00020.npz
21,near_equal,2.9811665763387065,3.607788912801887,6.588955489140595,13.177910978281188,0.8263140245706526,0.4524490385846488,0.547550961415351,2.6284512068953103,12.733760506750015,1.1290386580338985,4.4324688729727635,-0.24804766395307504,4.171865225845071,1.59600179809411e-07,-1.0416367198637898e-08,1.9386732752490617e-15,2.1385519041164374,2.1385519041164374,0.1043417421103351,0.3634704255613078,0.2983686784373537,2.5297142694882098,12.106492695470411,11.594703289539245,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00021.npz
22,near_equal,1.0101309261160172,1.5742637417688252,2.584394667884843,5.168789335769685,0.6416529195934128,0.3908578432963348,0.609142156703665,1.9840598435493875,4.474555199640794,0.8817275132596976,3.7941929368142544,-0.2598709010787795,1.3296579674237898,0.00048628128692101584,-4.1546499440898917e-07,1.2923241035343376e-15,2.4689881198283175,2.4689881198283175,0.6250016250037699,0.4561649784371468,0.08021088144427213,1.98406129515642,4.708342676614205,0.6230157524111032,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00022.npz
23,near_equal,1.180359403755653,1.3083907610281535,2.4887501647838066,4.977500329567613,0.9021459329383437,0.47427798115613135,0.5257220188438686,2.031377248700266,7.889315936347453,0.6052755865738333,0.1773085499520708,-0.2077613715234102,1.2285546605581732,5.685551232823068e-07,2.9356213488730602e-08,2.0333983707875863e-15,55.217038081333044,10.0,0.1063714828719049,0.22916317227206628,0.20313024809962726,1.8339143441279455,3.775151197167046,4.500865420949568,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00023.npz
24,asymmetric,4.388268812243634,136.33010308731735,13.393436359092444,154.11180825865344,0.03218855346594299,0.3276432346852163,10.178874146422215,0.7467100921186386,3.8565622394759735,0.689201221794684,2.9345136321877634,-5.0201881570284375,1.616102987356691,24.073958349964226,17.841710547149688,9.437365069844999e-14,4.983753765062499,4.983753765062499,4.2995463953233894,11.386933259898328,0.9963380370386776,0.7296139537731262,0.01280784309567669,1.145515476874336,collision,1,2,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00024.npz
25,near_equal,1.3230721895483313,2.198361546622274,3.5214337361706036,7.042867472341209,0.6018446745400899,0.3757197461813128,0.6242802538186876,0.8903247039000936,1.4739687915664563,1.5345570995167368,0.012124712156915254,-0.1536885832805819,1.4437243501727095,0.0012426503263855302,1.1534465829446768e-06,3.3193268255166463e-15,4.332359343563296,4.332359343563296,1.2588962211796666,0.1050235315958706,0.5390680317992698,0.8903732409385677,0.4381959350229927,1.8085281119108119,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00025.npz
26,asymmetric,4.404398142164501,411.5037526248633,18.61841198836664,434.5265627553944,0.010703178559296533,0.23656142881124909,22.101979099075884,2.258241301308238,16.812369572568876,1.2747031324755596,6.122599902043036,-1.1225498460323664,4.775614799862144,7.24571234799543e-09,1.5443920305109106e-09,4.601970738779175e-15,2.419006462083355,2.419006462083355,0.10363504274629241,28.950892823195286,0.025450806966717587,2.257026204585052,14.613147947539286,16.835040834645703,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00026.npz
27,near_equal,0.8183714200289646,0.8237703273318973,1.6421417473608617,3.2842834947217234,0.993446101269004,0.498356138466241,0.5016438615337591,3.4728704309795364,16.42644815509974,0.7115522090528611,4.167732817382271,-0.06682746915984172,1.6050960860061527,5.020468867899336e-08,-8.734253297364042e-10,4.549066729602563e-15,7.15509828404847,7.15509828404847,0.10440047038636147,0.30537999722417586,0.2846501192166608,3.3576742599445866,12.65462863862767,13.778374452529222,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00027.npz
28,near_equal,2.126988515985899,2.7928482883088344,4.919836804294732,9.839673608589466,0.7615839803721898,0.4323290793160378,0.5676709206839625,3.7361671246912618,13.286958962358858,0.8273013062577419,0.8387790696187888,-0.20311676425047853,2.890969334733588,2.8453621419813753e-07,-8.512768392063332e-09,3.62187975910758e-15,3.881544211455261,3.881544211455261,0.1087915068289732,0.3209914375196368,0.2632097106204679,2.985163265082762,10.591470706713283,8.971431582874647,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00028.npz
29,near_equal,0.8495555309407203,1.486081215327209,2.3356367462679293,4.6712734925358586,0.5716750351047692,0.3637361555893524,0.6362638444106475,3.3360196942397407,12.93881636327549,1.0430289254893477,4.200273502899403,-0.08151020492305257,2.35022793519431,2.2040741217278742e-07,-6.815234142788683e-09,2.2652334656291675e-15,2.3263394529616273,2.3263394529616273,0.10622667892940893,0.44384559765876014,0.28033478407243956,2.9359097859915284,11.478586133183006,11.72097750484082,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00029.npz
30,hierarchical,43.33436487123652,56.96383503277787,2.86842367152415,103.16662357553854,0.7607346809831405,15.107379464697628,19.858933531429784,2.1725242712671062,19.847467939790697,0.9591030279381308,2.427659039415279,-5.58280960469415,4.694632085931539,2.9069415680163924e-09,4.635505329600794e-10,2.464669584199129e-15,2.2323968775348666,2.2323968775348666,0.10360998684621686,1.7085231352628574,0.15234003100749105,2.172361985561286,18.60695982420311,18.872671274763366,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00030.npz
31,asymmetric,1.2910804424902764,45.76803569631361,2.5542118436494126,49.6133279824533,0.02820921682234806,0.5054711674367635,17.918652992745134,1.3894585230472873,8.04912967327665,0.8298670474774432,5.446529310204115,-0.62596585127575,1.0144685754510336,5.5556426923554944e-08,6.908931378207789e-09,1.4117352058684814e-15,2.5354556250357985,2.5354556250357985,0.10133535715921299,11.608329163397244,0.08393309393667431,1.3888133170151686,6.466377760015849,7.546601365440411,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00031.npz
32,near_equal,1.630972309771709,1.6963289641743773,3.3273012739460874,6.654602547892174,0.9614717099200873,0.4901787290927884,0.5098212709072112,1.2257366655925952,4.079519335866719,1.1906502440910534,0.8724289931143238,-0.2893355619665233,1.803261908088653,1.8886216056223133e-05,-2.5352847241206986e-06,1.3322685967679019e-15,2.8205572917450823,2.8205572917450823,0.10932647510548785,0.20113852648673458,0.4824507425918032,0.8885907936298144,3.487033296370252,4.492259523405884,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00032.npz
33,near_equal,5.286578516956627,6.904115534793272,12.190694051749903,24.381388103499802,0.7657140860860351,0.43365689389914347,0.5663431061008563,2.5513828437002823,8.007851619425878,0.5623583088578578,1.6559313682442032,-0.9251693823285608,2.6493010026892216,0.0005457728188000643,-3.4241549416616133e-06,2.2000394475857723e-15,11.599151721805239,10.0,0.20520852888285693,0.09447617738371655,0.09465408789963829,2.530162681442998,0.5971420123508405,1.6217378719814406,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00033.npz
34,near_equal,1.4922476272072724,1.809770396126979,3.302018023334251,6.604036046668503,0.8245507995935699,0.45191989161235957,0.5480801083876407,2.241939953159371,3.4844885580881337,0.5476540040553556,1.1993667483014174,-0.47807777027020143,0.9937400167078662,0.6932453473062524,-0.0006294639184303488,2.842086539520595e-15,136.45393876365435,10.0,0.631421903837444,0.05410243305546257,0.14100704620229024,1.946321818090445,0.08938880053317379,1.4623316214874293,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00034.npz
35,hierarchical,6.1715717080723005,40.98088334639989,2.180736833370817,49.33319188784301,0.15059635625483567,2.830039651567106,18.792218629633897,0.728107533651189,2.980564504563223,1.1746242084135163,2.673009217113029,-3.7403937177927493,1.2388573755928267,5.804882895308797e-07,-3.3448789382796264e-08,1.5113777689681415e-15,1.3283313323130916,1.3283313323130916,0.10182386254040834,8.249912357574807,0.1611002131564397,0.7256211524497496,2.4288314941472637,2.896524490604694,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00035.npz
36,near_equal,6.728508715529069,6.921019577180512,13.64952829270958,27.29905658541916,0.9721846095788869,0.49294807639051286,0.5070519236094871,3.002209112427212,4.389133701464745,1.3084256909324823,5.9496501335634635,-0.6731595345413811,4.380594850369341,5.985635856875227e-06,-1.4670882702243055e-07,5.8228493281684745e-15,1.6804118344515284,1.6804118344515284,0.722587775744963,0.0842245798013852,0.5456846248034163,3.0022145119286656,1.8267770159686645,5.807801648422284,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00036.npz
37,near_equal,0.7870557527736853,1.1276134491564591,1.9146692019301448,3.829338403860289,0.6979836515451843,0.4110661789411289,0.5889338210588709,1.6043786106599376,2.7161597324865423,1.1734765491066388,2.166855747145559,-0.1814776476193337,1.1582895296919244,0.00010018111292168286,7.711860644254855e-07,2.0024392023036573e-15,5.793023183803046,5.793023183803046,0.12139998414460866,0.4601267064420584,0.2354757563218879,0.6305521548124612,3.282252930151046,2.4095116267809384,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00037.npz
38,near_equal,0.7909276647804323,1.0560010597629998,1.8469287245434318,3.693857449086864,0.7489837793893328,0.42823940863010446,0.5717605913698958,1.0535875227821978,2.99423632752733,0.7631035722190264,0.910952122381963,-0.32622157865595,0.8052411631453894,0.00011727356733104027,-5.8148665907269535e-06,1.3437133490433189e-15,30.552321685074958,10.0,0.27134162779592663,0.11907540416164189,0.0990221521814348,1.0535876357261524,0.6521973763399483,1.4593743777061041,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00038.npz
39,asymmetric,1.4764838435533159,75.55541795281546,0.9439775288609303,77.9758793252297,0.0195417335190361,1.564109100494103,80.03942429009506,0.5300438351729133,0.9837781594304684,0.5043367685297508,4.095477704900556,-2.1775307413717044,0.17150135944058661,0.008660804597402259,2.1253495060378164e-05,4.2506206028179574e-15,61.34210120646782,10.0,0.10425677094595948,26.090610936124072,0.0901248707850408,0.458540917909669,0.19518408472047416,0.12350563827835687,collision,1,2,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00039.npz
40,near_equal,0.7680927125839166,1.0660413402609064,1.834134052844823,3.668268105689646,0.7205093119521342,0.4187767581069502,0.5812232418930499,2.5343645799867316,5.296967874532547,0.8036642620910467,1.3831243689741526,-0.15690904974018863,1.1480323598950986,0.1483811203447839,3.0497853177978762e-06,3.163561460985001e-15,22.858829892860914,10.0,0.841836536459516,0.08740266404648034,0.1812422778648828,2.509602863339198,0.1443612579771011,5.160394941074336,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00040.npz
41,near_equal,2.191657715953311,2.202181745502026,4.393839461455337,8.787678922910674,0.9952210894626612,0.49880241077979337,0.5011975892202066,3.986927720286967,19.625900440644823,0.8531202353571358,2.033071866718608,-0.13984762967681685,3.3241064265401885,3.0089338756474995e-08,1.2816118585429777e-10,7.540546058776696e-15,2.445375884953562,2.445375884953562,0.1054033690423835,0.34370619287060855,0.3180831879390807,3.893255393357407,17.383483366843862,15.976291291198342,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00041.npz
42,near_equal,0.8724414919895687,1.7205771223717707,2.5930186143613394,5.186037228722679,0.5070632874549272,0.3364578592523722,0.6635421407476279,0.833317636009314,2.4350619247107588,0.8011270925030326,4.499388814114773,-0.5297627178894643,0.8758165000546956,8.854622178506202e-05,-1.0045947484579685e-05,1.5643771031686094e-15,7.338675486840668,7.338675486840668,0.1983091934942543,0.19115580036516486,0.1151363755581715,0.832388934457255,1.5822850127680361,0.6712506260749672,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00042.npz
43,near_equal,1.6411393876864468,1.772415221306224,3.4135546089926705,6.827109217985342,0.9259339278732721,0.48077138809000686,0.5192286119099933,1.3434200609209106,4.360600811061153,0.7173816682185795,0.9579753290499606,-0.44910419558749337,1.2458336398807386,3.81333914742407e-05,-2.105715442049187e-06,4.594687608800868e-15,66.18213922306603,10.0,0.11789879003904856,0.2930093797282987,0.22513034050346953,0.7532390916446873,2.36903483947142,1.5276291345225017,collision,1,2,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00043.npz
44,near_equal,0.9712264439821926,1.204828633317704,2.1760550772998966,4.352110154599793,0.8061116885210078,0.4463243849449411,0.5536756150550589,1.4232511476151837,2.6401244186097035,1.3052368298897827,3.5509303180710714,-0.17780560056220235,1.323538697707389,0.0001225689903301994,-4.125413936425027e-06,2.1586972070809155e-15,2.0913780038198473,2.0913780038198473,1.0445968000841586,0.6096673125545339,0.10714119557797991,1.4232603650784803,3.378137552389826,0.8351164834079294,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00044.npz
45,near_equal,2.0394444958505793,3.2615225073051657,5.300967003155744,10.601934006311488,0.6253044372015298,0.38473065284814406,0.6152693471518561,2.0847011078948623,3.19668813314095,1.1803687639562186,1.2150760514858536,-0.3711728038833661,2.1113617546749666,0.005433499556146763,-1.933969997155164e-05,3.4916856811792786e-15,5.091421483566667,5.091421483566667,1.7903308655145524,0.095472623683677,0.21290156369444785,2.042926882772356,0.328196919782651,3.556740507090336,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00045.npz
46,hierarchical,7.093188706790615,8.881198843115682,0.6660651671909509,16.640452717097247,0.7986746870653556,10.649391465260493,13.333828701133045,2.7276925947368986,29.523312144071607,1.0404903202472426,5.68745340723929,-0.7038992890336141,2.450512145396226,1.1445662226096115e-09,5.490068645009223e-11,1.916729787416575e-15,2.0638040999624683,2.0638040999624683,0.10372057867227122,0.9712056873941147,1.0794492320517897,2.727460120263186,28.04080598733389,28.31913906198603,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00046.npz
47,hierarchical,6.078828155188133,26.838596157867368,1.1014767523144635,34.01890106536996,0.22649575705941713,5.518798415322952,24.366012357022626,1.3302985999303873,5.970696439835712,0.7489303645759733,5.320813532773367,-1.9308652721068489,1.2985041418794045,1.3195200441387915e-07,1.6199284494513322e-08,2.7344847501377463e-15,2.601800330544342,2.601800330544342,0.10320820235274392,2.439403618308353,0.13975428380646823,1.3297055477903506,4.356223687149391,5.142007036228083,stable,0,0,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00047.npz
48,near_equal,1.7105509699698747,1.8781214418536123,3.5886724118234863,7.1773448236469735,0.9107776163194463,0.47665286035420124,0.5233471396457989,2.0483635786533094,8.323120114879563,0.7479778080829479,3.0194468450875895,-0.2677319109865165,1.7834536971365351,3.951384633083658e-07,1.4586954449214509e-08,2.3591387474249586e-15,53.806923304782735,10.0,0.10516593096191063,0.33919758863419436,0.25609108932374375,1.8849283200979137,6.620462858860188,5.438520990691682,chaotic,2,3,C:\Users\inbox\PycharmProjects\orbital_simulator\data\dataset3_sample\trajectories\traj_00048.npz
